date,id,supply,demand
202302,39165,69.13425345,89.39774153
202302,20113,74.09033877,84.3161857
202302,33017,59.15934755,99.1217064
202302,29077,86.32371393,71.58092848
202302,12115,85.50815558,72.33375157
202302,45091,85.38268507,72.45922208
202302,42045,90.71518193,67.12672522
202302,2020,97.61606023,60.16311167
202302,6013,98.87076537,58.78293601
202302,45079,96.54956085,60.72772898
202302,37157,80.36386449,76.85069009
202302,33001,58.46925972,98.6825596
202302,21211,76.28607277,80.74027604
202302,21093,95.10664994,61.91969887
202302,27109,80.36386449,76.47427855
202302,51019,71.20451694,85.57089084
202302,6053,66.81304893,89.77415307
202302,24027,96.98870765,59.59849435
202302,26093,68.50690088,87.89209536
202302,55035,64.24090339,92.15809285
202302,33009,61.7314931,94.60476788
202302,39123,76.28607277,79.98745295
202302,39061,75.15683814,80.99121706
202302,39173,61.7314931,94.35382685
202302,26065,85.50815558,70.45169385
202302,42043,87.95483062,67.44040151
202302,46103,89.71141782,65.6838143
202302,42011,79.17189461,76.16060226
202302,42071,72.1455458,83.12421581
202302,51660,93.28732748,61.98243413
202302,39031,95.35759097,59.78670013
202302,39107,86.63739021,68.38143036
202302,29043,81.61856964,73.33751568
202302,45089,68.50690088,86.32371393
202302,13187,80.36386449,74.46675031
202302,36037,70.63989962,84.19071518
202302,16069,88.01756587,66.68757842
202302,37197,64.30363865,90.33877039
202302,5125,87.3902133,67.00125471
202302,47167,86.63739021,67.75407779
202302,39159,57.90464241,96.36135508
202302,33013,54.70514429,99.43538269
202302,34003,88.64491844,65.37013802
202302,13295,91.02885822,62.6097867
202302,20177,71.07904642,82.49686324
202302,51095,81.61856964,71.95734003
202302,34025,74.09033877,79.42283563
202302,27099,73.902133,79.48557089
202302,34019,57.71643664,95.48306148
202302,20079,79.48557089,73.65119197
202302,39011,67.31493099,85.82183187
202302,39015,87.3902133,65.62107905
202302,27017,52.94855709,99.93726474
202302,39043,57.90464241,94.98117942
202302,17177,95.04391468,57.71643664
202302,6113,93.78920954,58.97114178
202302,5045,73.27478043,79.36010038
202302,12103,79.17189461,73.40025094
202302,53063,95.29485571,56.90087829
202302,39047,55.64617315,96.4868256
202302,6073,96.73776663,55.20702635
202302,20161,71.83186951,80.11292346
202302,36099,59.41028858,92.34629862
202302,37129,66.43663739,85.25721456
202302,55133,61.54328733,89.83688833
202302,12117,71.20451694,80.17565872
202302,19193,67.56587202,83.68883312
202302,39003,57.34002509,93.78920954
202302,29019,77.03889586,74.02760351
202302,51161,59.9749059,91.02885822
202302,9011,52.94855709,97.86700126
202302,37057,92.78544542,57.52823087
202302,51810,98.49435383,51.81932246
202302,39023,68.50690088,81.74404015
202302,37023,61.10414053,88.77038896
202302,18035,79.48557089,70.32622334
202302,24015,73.27478043,76.22333752
202302,37195,83.62609787,65.87202008
202302,18081,89.20953576,59.9749059
202302,55039,53.95232121,95.10664994
202302,55141,54.70514429,94.22835634
202302,37151,70.3889586,78.48180678
202302,26099,90.27603513,58.46925972
202302,55055,53.95232121,94.41656211
202302,37067,84.88080301,63.4880803
202302,37081,83.62609787,64.55457967
202302,54069,62.73525722,85.31994981
202302,45063,95.10664994,52.88582183
202302,54079,54.70514429,93.16185696
202302,18063,77.47804266,70.3889586
202302,44009,52.94855709,94.79297365
202302,12095,72.1455458,75.53324969
202302,10003,68.50690088,78.54454203
202302,47065,72.1455458,74.90589711
202302,18073,56.46173149,90.52697616
202302,17161,96.0476788,50.69008783
202302,18113,60.79046424,85.94730238
202302,29131,90.77791719,55.89711418
202302,6099,82.62233375,63.80175659
202302,55117,54.70514429,91.53074028
202302,42079,59.41028858,86.76286073
202302,26081,91.02885822,55.08155583
202302,39137,89.02132999,57.08908407
202302,28035,71.07904642,74.96863237
202302,19099,79.67377666,66.1229611
202302,24009,91.02885822,54.51693852
202302,8035,89.5859473,55.83437892
202302,24025,87.57841907,57.65370138
202302,20045,57.34002509,87.70388959
202302,26045,69.13425345,75.90966123
202302,48113,87.57841907,57.34002509
202302,34021,68.50690088,76.28607277
202302,36029,65.6838143,79.10915935
202302,8014,98.2434128,46.4868256
202302,54035,74.09033877,70.63989962
202302,26161,64.49184442,80.23839398
202302,18091,60.79046424,83.75156838
202302,51173,49.81179423,94.66750314
202302,9001,51.81932246,92.59723965
202302,21019,48.6825596,95.67126725
202302,13117,91.59347553,52.57214555
202302,17063,75.15683814,68.50690088
202302,5119,89.71141782,53.95232121
202302,55081,64.68005019,78.85821832
202302,51087,74.90589711,68.56963614
202302,21117,83.62609787,59.84943538
202302,42075,77.47804266,65.93475533
202302,17113,69.07151819,74.3412798
202302,6061,69.13425345,74.15307403
202302,13047,68.50690088,74.65495609
202302,51790,63.29987453,79.86198243
202302,42027,53.95232121,89.1468005
202302,29225,79.17189461,63.61355082
202302,39097,44.91844417,97.804266
202302,51775,61.10414053,81.49309912
202302,19149,51.81932246,90.71518193
202302,39055,43.03638645,99.37264743
202302,18105,92.09535759,50.25094103
202302,21047,97.3651192,44.91844417
202302,42087,63.29987453,78.92095358
202302,47187,94.29109159,47.86700126
202302,39147,55.14429109,86.57465496
202302,42001,68.31869511,73.27478043
202302,47089,49.81179423,91.46800502
202302,51191,44.91844417,96.29861982
202302,18017,46.67503137,94.47929737
202302,6021,83.62609787,57.46549561
202302,8041,89.02132999,52.07026349
202302,27053,89.33500627,51.63111669
202302,26031,52.94855709,88.01756587
202302,51023,44.16562108,96.80050188
202302,51031,85.50815558,55.26976161
202302,36015,57.34002509,83.31242158
202302,21163,88.64491844,51.88205772
202302,21021,73.08657466,67.37766625
202302,45019,63.29987453,76.9761606
202302,31025,99.74905897,40.4642409
202302,51199,89.02132999,50.94102886
202302,40147,75.15683814,64.8055207
202302,24021,96.98870765,42.84818068
202302,13113,90.08782936,49.74905897
202302,18163,68.31869511,71.45545797
202302,36051,43.03638645,96.73776663
202302,6029,85.50815558,54.26599749
202302,26075,65.6838143,73.902133
202302,18089,77.60351317,61.85696361
202302,18167,63.29987453,76.03513174
202302,56025,74.09033877,65.2446675
202302,13051,60.79046424,78.293601
202302,20209,84.62986198,54.32873275
202302,39021,42.84818068,96.11041405
202302,24013,79.67377666,59.28481807
202302,48085,75.97239649,62.86072773
202302,2090,64.49184442,74.27854454
202302,18141,70.63989962,67.87954831
202302,17037,78.92095358,59.47302384
202302,47145,51.38017566,87.01380176
202302,29097,64.68005019,73.71392723
202302,37001,76.78795483,61.48055207
202302,39119,69.13425345,69.00878294
202302,51041,88.64491844,49.43538269
202302,50023,47.49058971,90.58971142
202302,17093,94.66750314,43.28732748
202302,22103,67.56587202,70.26348808
202302,18079,74.09033877,63.55081556
202302,12085,70.07528231,67.25219573
202302,34029,85.50815558,51.7565872
202302,51053,86.63739021,50.62735257
202302,18129,88.01756587,49.18444166
202302,17027,70.63989962,66.49937265
202302,34041,57.71643664,79.17189461
202302,37145,59.15934755,77.72898369
202302,26145,61.7314931,75.09410289
202302,18151,64.68005019,72.1455458
202302,12081,85.50815558,51.25470514
202302,6019,88.01756587,48.6825596
202302,4027,90.27603513,46.36135508
202302,51107,97.3651192,39.27227102
202302,47183,64.68005019,71.89460477
202302,17195,71.20451694,65.05646173
202302,21141,92.78544542,43.41279799
202302,39035,70.63989962,65.30740276
202302,39129,58.46925972,77.35257215
202302,21029,50.81555834,84.94353827
202302,6001,99.24717691,36.44918444
202302,28095,89.71141782,45.98494354
202302,6069,94.29109159,41.27979925
202302,55135,48.6825596,86.63739021
202302,33005,35.57089084,99.5608532
202302,26077,92.78544542,42.28356336
202302,20173,63.29987453,71.64366374
202302,17007,42.47176913,92.22082811
202302,26117,78.10539523,56.58720201
202302,6107,63.29987453,71.32998745
202302,18053,72.1455458,62.10790464
202302,23031,36.0727729,98.11794228
202302,51059,97.67879548,36.5119197
202302,36093,67.56587202,66.56210791
202302,18005,71.20451694,62.92346299
202302,18011,61.10414053,72.89836888
202302,26005,58.46925972,75.28230866
202302,40037,75.15683814,58.59473024
202302,37119,84.37892095,49.30991217
202302,24003,92.53450439,41.09159348
202302,6077,80.36386449,53.0740276
202302,48375,93.66373902,39.64868256
202302,29159,73.08657466,60.22584693
202302,21101,57.90464241,75.34504392
202302,39077,48.43161857,84.81806775
202302,37181,91.84441656,41.40526976
202302,6087,62.29611041,70.95357591
202302,6059,84.62986198,48.43161857
202302,27041,44.16562108,88.83312422
202302,37179,78.10539523,54.89335006
202302,30049,43.66373902,89.02132999
202302,27003,92.78544542,39.83688833
202302,48439,79.67377666,52.76035132
202302,48329,90.52697616,41.84441656
202302,20111,95.35759097,36.76286073
202302,18179,82.49686324,49.5608532
202302,47013,74.09033877,57.96737767
202302,5033,56.21079046,75.59598494
202302,42013,51.81932246,79.61104141
202302,39171,74.09033877,57.27728984
202302,42025,60.28858218,71.07904642
202302,37171,37.64115433,93.60100376
202302,18033,56.46173149,74.7804266
202302,17143,61.7314931,69.13425345
202302,35001,60.28858218,70.51442911
202302,51683,99.87452949,30.92848181
202302,13215,96.73776663,34.06524467
202302,27015,49.43538269,81.24215809
202302,12061,66.43663739,64.11543287
202302,42123,44.91844417,85.6336261
202302,55127,39.27227102,91.09159348
202302,51149,78.92095358,51.44291092
202302,47157,72.1455458,58.09284818
202302,27085,53.95232121,76.097867
202302,36067,38.2685069,91.78168131
202302,27141,96.0476788,33.81430364
202302,18145,52.69761606,77.10163112
202302,18061,84.37892095,45.42032622
202302,18077,75.78419072,53.82685069
202302,55131,51.81932246,77.66624843
202302,28089,47.804266,81.68130489
202302,39149,76.097867,53.32496863
202302,51510,98.43161857,30.99121706
202302,26017,39.27227102,90.0250941
202302,45013,48.6825596,80.55207026
202302,42029,50.81555834,78.23086575
202302,36121,45.85947302,82.9987453
202302,12119,63.29987453,65.49560853
202302,48479,89.20953576,39.52321205
202302,29107,67.31493099,61.2923463
202302,26091,51.63111669,76.91342535
202302,17203,49.43538269,79.04642409
202302,51153,95.35759097,32.93601004
202302,18103,54.64240903,73.4629862
202302,13067,90.52697616,37.45294856
202302,9007,28.35633626,99.49811794
202302,42019,41.3425345,86.5119197
202302,6017,40.21329988,87.45294856
202302,44005,41.59347553,85.88456713
202302,6079,48.43161857,78.98368883
202302,5145,65.6838143,61.66875784
202302,55021,30.80301129,96.42409034
202302,37025,80.36386449,46.80050188
202302,12009,75.15683814,51.94479297
202302,20059,64.68005019,62.42158093
202302,19139,47.49058971,79.54830615
202302,24005,91.53074028,35.38268507
202302,55093,72.1455458,54.76787955
202302,1097,71.20451694,55.52070264
202302,27115,59.9749059,66.62484316
202302,42107,57.08908407,69.32245922
202302,27103,35.57089084,90.84065245
202302,13145,85.50815558,40.84065245
202302,29145,44.16562108,82.18318695
202302,48423,57.90464241,68.25595985
202302,45057,88.01756587,38.14303639
202302,42133,64.30363865,61.79422836
202302,24031,93.78920954,32.30865747
202302,37191,65.37013802,60.66499373
202302,51197,44.47929737,81.55583438
202302,37153,59.9749059,65.99749059
202302,47105,58.46925972,67.50313676
202302,5085,62.29611041,63.67628607
202302,34037,44.47929737,81.30489335
202302,17091,66.43663739,59.34755333
202302,45043,47.804266,77.97992472
202302,39073,33.68883312,91.96988708
202302,37139,85.50815558,40.08782936
202302,36001,49.81179423,75.6587202
202302,55045,33.68883312,91.71894605
202302,22089,84.88080301,40.52697616
202302,36007,31.68130489,93.66373902
202302,51061,62.73525722,62.54705144
202302,55083,36.32371393,88.95859473
202302,27163,79.67377666,45.29485571
202302,56021,58.46925972,66.37390213
202302,8013,87.57841907,37.20200753
202302,37035,42.84818068,81.86951067
202302,13127,61.54328733,63.0489335
202302,26143,37.64115433,86.9510665
202302,39069,72.1455458,52.195734
202302,19179,50.4391468,73.83939774
202302,8119,49.43538269,74.84316186
202302,33019,24.84316186,99.24717691
202302,13313,55.14429109,68.88331242
202302,17103,55.14429109,68.82057716
202302,37193,38.95859473,84.88080301
202302,23011,25.59598494,98.05520703
202302,21067,69.13425345,54.14052698
202302,6085,99.49811794,23.58845671
202302,55033,33.62609787,89.27227102
202302,1113,98.61982434,24.27854454
202302,19061,30.80301129,92.03262233
202302,26029,38.08030113,84.56712673
202302,40119,85.50815558,37.07653701
202302,28067,22.5846926,100
202302,47165,97.99247177,24.46675031
202302,54107,46.9259724,75.15683814
202302,26147,49.81179423,72.20828105
202302,55017,35.57089084,86.44918444
202302,6081,99.24717691,22.71016311
202302,48121,69.13425345,52.82308658
202302,51179,93.66373902,28.23086575
202302,12101,77.03889586,44.85570891
202302,8005,90.27603513,31.43036386
202302,37071,79.17189461,42.40903388
202302,18095,71.83186951,49.68632371
202302,17001,40.77791719,80.61480552
202302,18175,62.73525722,58.53199498
202302,17107,39.27227102,81.99498118
202302,55097,25.59598494,95.608532
202302,17073,45.48306148,75.47051443
202302,13071,83.37515684,37.57841907
202302,48485,82.05771644,38.89585947
202302,1117,61.10414053,59.72396487
202302,17105,62.29611041,58.34378921
202302,17133,47.804266,72.64742785
202302,19015,85.50815558,34.94353827
202302,17121,80.23839398,40.15056462
202302,12027,75.78419072,44.60476788
202302,8031,95.35759097,24.90589711
202302,28045,64.49184442,55.70890841
202302,29183,51.81932246,68.19322459
202302,17019,69.13425345,50.81555834
202302,45033,63.11166876,56.83814304
202302,12057,65.37013802,54.57967378
202302,37165,34.25345044,85.69636136
202302,48189,76.097867,43.72647428
202302,26007,35.38268507,84.37892095
202302,48309,65.6838143,54.07779172
202302,54049,34.25345044,85.50815558
202302,37109,53.95232121,65.74654956
202302,31157,48.6825596,71.01631117
202302,13257,86.63739021,33.06148055
202302,46013,63.29987453,56.21079046
202302,12069,63.29987453,56.02258469
202302,17115,72.1455458,47.17691343
202302,37013,38.95859473,80.36386449
202302,17141,31.68130489,87.57841907
202302,23017,31.30489335,87.95483062
202302,54033,43.47553325,75.72145546
202302,48303,93.78920954,25.40777917
202302,26051,41.59347553,77.28983689
202302,42035,36.0727729,82.81053952
202302,26015,65.6838143,52.94855709
202302,26027,51.81932246,66.81304893
202302,47077,36.32371393,82.24592221
202302,12001,67.31493099,51.19196989
202302,12071,82.62233375,35.69636136
202302,6097,48.6825596,69.44792974
202302,47113,44.91844417,72.96110414
202302,31055,92.78544542,25.09410289
202302,45023,75.78419072,42.03262233
202302,37161,32.68506901,85.13174404
202302,39029,35.38268507,82.37139272
202302,13031,84.88080301,32.81053952
202302,42081,29.17189461,88.39397742
202302,45029,27.97992472,89.33500627
202302,42089,50.4391468,66.87578419
202302,13015,81.61856964,35.57089084
202302,51165,82.18318695,34.56712673
202302,21089,27.10163112,89.64868256
202302,17119,44.91844417,71.83186951
202302,16055,75.15683814,41.46800502
202302,13059,72.1455458,44.35382685
202302,25025,94.29109159,22.08281054
202302,37087,29.54830615,86.82559599
202302,26139,65.37013802,51.00376412
202302,39135,46.86323714,69.38519448
202302,55015,21.89460477,94.10288582
202302,1069,59.41028858,56.52446675
202302,21083,45.85947302,69.94981179
202302,13185,69.13425345,46.67503137
202302,18169,38.2685069,77.54077792
202302,19013,60.79046424,54.95608532
202302,1061,73.27478043,42.47176913
202302,37133,81.49309912,34.00250941
202302,47063,30.05018821,85.38268507
202302,19127,46.9259724,68.31869511
202302,27037,82.62233375,32.55959849
202302,56001,24.46675031,90.65244668
202302,20035,64.68005019,50.37641154
202302,48221,63.29987453,51.69385195
202302,51015,32.05771644,82.87327478
202302,18183,42.03262233,72.83563363
202302,31001,21.89460477,92.91091594
202302,39071,31.68130489,83.06148055
202302,20015,60.28858218,54.39146801
202302,45035,78.41907152,36.0727729
202302,25011,16.68757842,97.74153074
202302,13225,74.09033877,40.21329988
202302,51185,40.21329988,74.09033877
202302,26037,49.43538269,64.86825596
202302,12015,82.18318695,32.05771644
202302,18071,55.14429109,59.0966123
202302,13311,44.91844417,69.25972397
202302,36063,53.82685069,60.35131744
202302,47037,96.0476788,17.81681305
202302,37089,27.97992472,85.75909661
202302,37167,84.19071518,29.54830615
202302,26059,47.49058971,66.18569636
202302,13057,76.78795483,36.88833124
202302,1045,69.13425345,44.47929737
202302,37147,63.29987453,50.31367629
202302,37021,29.54830615,83.8770389
202302,47011,51.81932246,61.54328733
202302,37105,75.15683814,38.08030113
202302,42049,25.09410289,88.08030113
202302,51013,95.92220828,17.25219573
202302,27035,40.77791719,72.39648683
202302,47189,97.67879548,15.49560853
202302,6075,97.67879548,15.30740276
202302,38101,80.23839398,32.68506901
202302,13177,80.36386449,32.43412798
202302,21059,76.28607277,36.32371393
202302,42129,29.17189461,83.4378921
202302,53077,65.6838143,46.86323714
202302,54061,30.05018821,82.43412798
202302,37183,77.03889586,35.44542033
202302,21121,67.56587202,44.73023839
202302,18107,50.4391468,61.7314931
202302,17081,57.90464241,54.20326223
202302,36023,42.47176913,69.57340025
202302,55111,30.80301129,81.17942284
202302,42069,24.46675031,87.51568381
202302,45077,58.46925972,53.45043915
202302,39065,38.2685069,73.58845671
202302,23007,23.27478043,88.2685069
202302,34001,51.81932246,59.66122961
202302,42021,36.76286073,74.71769134
202302,12099,70.63989962,40.71518193
202302,36013,55.14429109,56.14805521
202302,51630,82.62233375,28.60727729
202302,12021,68.50690088,42.72271016
202302,13115,77.03889586,34.12797993
202302,24037,84.37892095,26.72521957
202302,26165,43.47553325,67.56587202
202302,51089,26.34880803,84.62986198
202302,26025,71.83186951,39.1468005
202302,47117,70.63989962,40.27603513
202302,37113,26.78795483,83.93977415
202302,45087,73.902133,36.70012547
202302,42041,35.57089084,75.03136763
202302,28073,57.90464241,52.6348808
202302,33003,13.17440402,97.3651192
202302,47043,87.3902133,23.08657466
202302,12055,74.90589711,35.50815558
202302,36071,53.95232121,56.39899624
202302,25015,21.89460477,88.45671267
202302,22015,90.77791719,19.44792974
202302,21173,56.46173149,53.70138018
202302,41003,72.1455458,38.01756587
202302,29219,51.81932246,58.28105395
202302,36107,29.17189461,80.86574655
202302,13021,89.33500627,20.63989962
202302,37051,78.10539523,31.86951067
202302,5131,52.94855709,57.02634881
202302,47119,95.35759097,14.55457967
202302,27169,29.54830615,80.30112924
202302,17029,45.48306148,64.3663739
202302,29113,70.3889586,39.33500627
202302,39167,39.96235885,69.63613551
202302,36119,63.29987453,46.29861982
202302,20055,98.2434128,11.2923463
202302,6115,78.41907152,31.05395232
202302,37159,64.30363865,45.16938519
202302,37031,34.88080301,74.59222083
202302,26127,26.78795483,82.62233375
202302,16011,84.19071518,25.2195734
202302,37135,37.64115433,71.706399
202302,45055,86.63739021,22.45922208
202302,40027,82.18318695,26.78795483
202302,37189,17.50313676,91.40526976
202302,13135,81.17942284,27.60351317
202302,25001,25.97239649,82.74780427
202302,27009,53.95232121,54.70514429
202302,55137,12.6097867,95.73400251
202302,51700,97.99247177,10.28858218
202302,27059,79.17189461,28.98368883
202302,47031,81.61856964,26.5370138
202302,50011,21.89460477,86.26097867
202302,13123,37.32747804,70.76537014
202302,8001,97.3651192,10.72772898
202302,29071,55.64617315,52.38393977
202302,4019,80.36386449,27.54077792
202302,42007,46.9259724,60.91593476
202302,18029,11.60602259,96.23588457
202302,42037,13.9272271,93.91468005
202302,36011,27.10163112,80.48933501
202302,24033,93.28732748,14.30363865
202302,6095,72.1455458,35.06900878
202302,18133,38.2685069,68.94604768
202302,47149,96.0476788,11.04140527
202302,17199,39.96235885,67.06398996
202302,37083,42.47176913,64.42910916
202302,47147,88.39397742,18.44416562
202302,55109,57.71643664,49.1217064
202302,6037,79.67377666,26.85069009
202302,34011,47.804266,58.6574655
202302,47141,65.6838143,40.65244668
202302,21013,82.62233375,23.71392723
202302,35049,28.48180678,77.8544542
202302,13039,77.03889586,29.29736512
202302,55075,22.5846926,83.62609787
202302,47059,18.44416562,87.76662484
202302,51550,91.59347553,14.61731493
202302,51003,59.15934755,46.98870765
202302,22051,67.56587202,38.45671267
202302,12039,58.46925972,47.42785445
202302,12127,71.20451694,34.69259724
202302,13299,66.81304893,38.95859473
202302,54039,38.95859473,66.75031368
202302,29510,78.41907152,27.16436637
202302,29105,48.6825596,56.77540778
202302,12017,52.94855709,52.50941029
202302,13103,74.09033877,31.30489335
202302,47185,57.08908407,48.18067754
202302,40071,64.68005019,40.33877039
202302,24043,76.78795483,28.16813049
202302,26159,40.65244668,64.30363865
202302,5143,48.6825596,56.27352572
202302,8077,59.41028858,45.48306148
202302,51650,98.49435383,6.273525721
202302,18019,68.50690088,36.13550816
202302,12111,74.09033877,30.48933501
202302,26069,15.87202008,88.7076537
202302,13179,97.99247177,6.52446675
202302,18173,45.48306148,59.03387704
202302,39009,42.47176913,62.04516939
202302,13275,81.17942284,23.21204517
202302,39007,34.88080301,69.51066499
202302,40109,88.64491844,15.55834379
202302,50025,10.22584693,93.97741531
202302,35009,76.097867,28.04265998
202302,37039,20.51442911,83.50062735
202302,40113,59.9749059,43.97741531
202302,31119,77.03889586,26.91342535
202302,31019,8.092848181,95.79673777
202302,51710,97.67879548,6.08531995
202302,37077,48.43161857,55.33249686
202302,40143,76.28607277,27.4153074
202302,13121,82.62233375,21.07904642
202302,12089,57.90464241,45.73400251
202302,40145,77.60351317,26.03513174
202302,42055,46.42409034,57.15181932
202302,50027,13.17440402,90.21329988
202302,37063,82.62233375,20.70263488
202302,29029,46.9259724,56.33626098
202302,13097,87.57841907,15.6838143
202302,26137,4.516938519,98.55708908
202302,13233,78.10539523,24.84316186
202302,17031,88.01756587,14.93099122
202302,26105,19.07151819,83.81430364
202302,19103,94.29109159,8.594730238
202302,26149,64.68005019,38.20577164
202302,1073,70.3889586,32.49686324
202302,35045,56.46173149,46.17314931
202302,34017,95.92220828,6.712672522
202302,55125,4.95608532,97.67879548
202302,50001,5.018820577,97.61606023
202302,36087,74.09033877,28.48180678
202302,37009,23.27478043,79.29736512
202302,19017,31.68130489,70.8281054
202302,13153,81.61856964,20.89084065
202302,29021,62.29611041,40.0250941
202302,23015,2.446675031,99.74905897
202302,42119,11.60602259,90.40150565
202302,8069,65.6838143,36.19824341
202302,8043,43.66373902,58.15558344
202302,12053,56.21079046,45.54579674
202302,28123,32.68506901,69.07151819
202302,12109,59.15934755,42.59723965
202302,27067,38.2685069,63.42534504
202302,51730,84.88080301,16.75031368
202302,37003,25.59598494,75.97239649
202302,24017,89.5859473,11.98243413
202302,54003,85.38268507,16.18569636
